"지역별","상품군별","판매유형별","항목","단위","2014.1/4","2014.2/4","2014.3/4","2014.4/4","2015.1/4","2015.2/4","2015.3/4","2015.4/4","2016.1/4","2016.2/4","2016.3/4","2016.4/4","2017.1/4","2017.2/4","2017.3/4","2017.4/4","2018.1/4","2018.2/4","2018.3/4","2018.4/4","2019.1/4","2019.2/4","2019.3/4","2019.4/4",
"아프리카","생활·자동차용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"아프리카","생활·자동차용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"아프리카","기 타","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"아프리카","기 타","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"아프리카","기 타","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타","합계","계","해외직접판매액[백만원]","백만원","18842","17230","15158","15670","14497","17031","17487","19237","21946","19836","21898","19923","17344","14432","25470","34901","36434","32214","36890","24428","31714","35717","27417","25657",
"기타","합계","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","10692","8571","19544","28517","27337","24210","27970","14308","21673","24493","19569","13820",
"기타","합계","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","6652","5861","5926","6384","9097","8004","8920","10120","10041","11224","7848","11837",
"기타","컴퓨터 및 주변기기","계","해외직접판매액[백만원]","백만원","1010","814","651","596","412","388","521","549","518","327","248","361","298","187","214","177","1509","1113","1474","1308","1146","1330","1190","1385",
"기타","컴퓨터 및 주변기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1","1","0","0","0","0","0","60","0","0","0","0",
"기타","컴퓨터 및 주변기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","297","186","214","177","1509","1113","1474","1248","1146","1330","1190","1385",
"기타","가전·전자·통신기기","계","해외직접판매액[백만원]","백만원","2484","2503","2269","1834","1462","1889","1406","1589","1771","2100","2022","2038","926","858","899","912","1135","1014","1236","485","568","816","975","1325",
"기타","가전·전자·통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","27","40","113","272","540","599","784","100","150","420","633","856",
"기타","가전·전자·통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","899","818","786","640","595","415","452","385","418","396","342","469",
"기타","가전·전자","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타","가전·전자","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타","가전·전자","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타","통신기기","계","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타","통신기기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타","통신기기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","-","-","-","-","-","-","-","-","-","-","-","-",
"기타","소프트웨어","계","해외직접판매액[백만원]","백만원","71","46","39","65","77","60","88","65","73","34","8","5","6","22","38","34","9","46","41","6","5","9","4","11",
"기타","소프트웨어","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"기타","소프트웨어","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","6","22","38","34","9","46","41","6","5","9","4","11",
"기타","서 적","계","해외직접판매액[백만원]","백만원","146","110","154","125","136","126","168","273","125","186","144","194","243","136","579","890","1165","1112","1508","1349","1031","1615","720","1218",
"기타","서 적","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"기타","서 적","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","243","136","579","890","1165","1112","1508","1349","1031","1615","720","1218",
"기타","사무·문구","계","해외직접판매액[백만원]","백만원","14","9","9","10","11","28","26","18","30","28","38","28","35","38","26","29","34","30","26","30","32","25","16","22",
"기타","사무·문구","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","1","0","0","0","0","0","0","0",
"기타","사무·문구","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","35","38","26","29","33","30","26","30","32","25","16","22",
"기타","음반·비디오·악기","계","해외직접판매액[백만원]","백만원","769","558","540","617","507","590","620","671","331","230","127","261","250","179","256","252","328","300","327","320","307","372","244","336",
"기타","음반·비디오·악기","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"기타","음반·비디오·악기","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","250","179","256","252","328","300","327","320","307","372","244","336",
"기타","의류 및 패션 관련 상품","계","해외직접판매액[백만원]","백만원","3031","2573","2070","2009","1640","1800","1772","2036","1727","1512","1321","1358","1121","1080","4263","6728","7122","6874","8385","1520","1542","1860","1299","1774",
"기타","의류 및 패션 관련 상품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","171","188","3508","6047","6132","5856","7505","213","248","301","253","302",
"기타","의류 및 패션 관련 상품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","950","892","755","681","990","1018","880","1307","1294","1559","1046","1472",
"기타","스포츠·레저용품","계","해외직접판매액[백만원]","백만원","368","292","243","243","221","209","178","213","193","129","99","122","130","115","101","124","184","165","124","131","154","143","93","132",
"기타","스포츠·레저용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","2","2","0","0","0","0","0","0","0","0","0","0",
"기타","스포츠·레저용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","128","113","101","124","184","165","124","131","154","143","93","132",
"기타","화장품","계","해외직접판매액[백만원]","백만원","6141","5895","5289","5812","6280","7965","9041","11414","14872","13524","16354","13829","12498","10234","16697","22189","21055","18175","19957","17246","25189","27862","21820","17315",
"기타","화장품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","10404","8255","14996","20305","18457","15760","17868","13865","21191","23694","18620","12513",
"기타","화장품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","2094","1979","1701","1884","2598","2415","2089","3381","3998","4168","3200","4802",
"기타","아동·유아용품","계","해외직접판매액[백만원]","백만원","582","460","489","568","447","511","538","417","322","212","133","170","175","126","129","171","169","132","738","524","229","186","95","193",
"기타","아동·유아용품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","11","4","0","4","4","6",
"기타","아동·유아용품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","175","126","129","171","169","132","727","520","229","182","91","187",
"기타","음·식료품","계","해외직접판매액[백만원]","백만원","1216","1045","758","1291","1102","1010","877","214","191","169","207","238","112","109","871","1659","1989","1721","1450","150","335","322","184","319",
"기타","음·식료품","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","85","85","845","1627","1935","1679","1398","66","84","73","59","142",
"기타","음·식료품","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","27","24","26","32","54","42","52","84","251","249","125","177",
"기타","농축수산물","계","해외직접판매액[백만원]","백만원","980","1019","702","819","673","833","790","0","1","0","0","1","1","0","0","1","3","0","0","0","0","0","0","2",
"기타","농축수산물","면세점","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0",
"기타","농축수산물","면세점 이외","해외직접판매액[백만원]","백만원","","","","","","","","","","","","","1","0","0","1","3","0","0","0","0","0","0","2",
